rna_cond1_S1	rna_cond1_S2	rna_cond1_S3	rna_cond1_S4	rna_cond2_S1	rna_cond2_S2	rna_cond2_S3	rna_cond2_S4
590	299	241	255	576	1355	796	340
4023	3400	5449	2059	3217	1462	1380	2910
456	1885	1768	829	174	151	137	97
220	311	471	485	2661	828	1948	1503
347	441	469	296	254	1212	461	555
376	2696	3470	11027	159	276	1777	4621
1114	1212	661	723	1493	820	1046	1020
935	284	255	477	191	661	168	621
6	5	0	7	6	6	5	7
310	234	111	416	202	465	240	241
1122	2510	1301	1498	3596	6103	2167	4792
51	42	49	62	99	50	48	56
829	691	515	1086	1088	1404	463	818
145	159	282	236	517	413	439	978
4	5	5	9	15	22	11	11
1613	4052	1524	3322	3158	2587	1008	2666
421	443	301	532	786	555	746	308
238	256	125	131	6	21	25	22
112	522	106	286	192	24	163	164
618	437	218	443	773	360	433	327
863	1111	367	1473	679	450	1489	583
1258	840	403	543	202	323	410	358
152	343	193	392	232	389	195	195
931	510	399	441	264	321	357	224
43	95	96	62	92	90	64	40
7932	4142	1352	1403	2753	13287	7051	3221
28	20	41	31	28	34	43	23
37	28	24	6	58	18	22	21
68	76	57	25	18	109	51	35
15	13	6	18	17	9	9	12
123	166	271	163	60	65	132	59
74	338	390	239	261	60	150	275
194	190	198	137	226	261	173	165
32	38	14	70	42	20	21	35
2204	1030	418	1078	543	211	391	230
891	3061	948	892	1641	2469	1310	1114
890	1049	1338	1047	1495	816	1588	1031
443	509	254	379	51	65	94	96
411	81	269	303	426	417	196	398
86	79	111	45	6	23	9	19
611	602	518	427	255	769	706	424
743	495	679	794	388	290	556	288
23	12	15	41	28	15	15	26
264	77	302	349	168	135	200	316
73	131	294	181	180	182	291	317
1715	536	1243	935	434	924	1080	829
8	4	6	30	8	9	9	11
583	1805	1241	732	1028	1305	1908	1867
210	241	317	385	182	188	147	198
50	105	86	73	86	23	74	94
37488	52626	80445	45221	6932	13951	5953	5120
156	77	63	69	90	173	86	377
200	259	362	194	193	258	318	366
12	16	12	4	12	18	4	15
183	77	152	127	153	570	190	201
14	24	20	28	12	39	22	7
174	310	255	654	38	98	23	49
894	1293	506	910	989	389	489	828
301	836	440	370	61	98	74	220
552	1056	1646	400	840	401	479	844
116	72	38	87	189	55	103	136
206	77	81	200	40	123	70	92
89	85	35	95	197	136	22	247
161	133	207	45	164	320	165	159
11	14	9	17	3	20	12	18
186	309	136	136	63	56	302	133
1171	1602	1564	1270	1284	1226	623	352
438	928	334	535	2245	1013	1633	2866
519	570	131	726	870	208	524	502
1271	2506	1938	1255	1418	1460	858	2629
69	53	86	146	187	105	25	69
187	918	853	2683	49	149	176	872
770	509	315	510	580	867	658	446
9	0	2	8	4	0	5	4
12	47	34	18	12	14	28	38
90	282	240	178	88	103	444	225
1676	1267	526	1547	5973	5378	4992	3598
14	35	27	29	9	10	15	10
4	3	9	4	8	7	4	3
211	155	161	327	281	196	106	154
5	3	12	13	5	21	4	14
35	43	38	34	60	32	12	62
134	395	126	192	204	81	529	94
4913	4686	4644	2792	8079	15887	13985	3860
5	15	4	9	12	19	5	6
28	46	151	54	106	145	47	38
91	281	342	116	311	298	278	208
46	61	54	14	23	28	16	10
322	813	315	1145	449	901	764	769
24	32	33	69	42	23	28	92
5561	4560	7202	799	7751	8491	4587	2687
796	1000	571	1792	817	647	149	551
189	338	322	577	177	217	334	921
26	2	21	9	17	19	30	18
28	30	37	7	66	61	11	23
715	598	231	303	287	419	286	468
126	190	110	47	23	25	51	75
167	78	199	151	184	52	101	103
219	199	543	3434	552	1572	1722	6237
67	41	92	16	29	65	43	60
1691	866	2658	2025	2100	551	1780	2594
234	390	2224	4005	2303	1908	9182	22184
5140	11817	23271	102924	21629	46965	138997	257622
62	45	31	68	9	9	9	21
399	1445	2705	4781	2446	10663	22050	79988
580	274	642	433	901	1356	447	436
10865	2807	6052	2770	4786	3409	6966	4937
65	63	54	10	208	234	81	586
99	206	100	148	66	69	210	160
71	68	309	561	3	21	67	179
4674	33523	47461	229047	29945	136519	152510	386376
504	269	691	391	727	1580	250	317
159	476	1531	3573	552	1687	913	21730
2025	1217	1864	1001	2189	3191	1268	1437
54	32	59	75	78	103	84	114
21	27	11	10	8	19	10	13
1433	1462	772	1035	814	392	650	467
8291	22707	4644	10169	12673	8802	7443	14820
272	415	164	454	480	411	630	1249
568	262	1896	6101	34	151	1081	1819
2061	4603	3613	11879	8310	4873	3352	12944
11	45	18	35	17	24	18	45
17	14	12	22	17	11	9	9
61	20	54	51	93	73	82	64
3032	3223	2481	3669	4184	3254	3438	4388
2210	1891	1251	1530	1059	923	705	1034
14	13	6	7	15	5	14	7
497	369	696	307	562	646	534	375
987	401	635	513	626	608	456	698
1796	1575	2869	1358	742	2084	1375	1638
725	928	994	1103	1612	1971	965	632
847	1203	736	141	1156	1104	779	551
719	285	696	1331	295	278	216	218
5	9	7	11	1	9	13	3
14	23	18	35	15	16	16	12
22	35	36	27	15	15	15	32
32	50	45	26	4	14	14	16
374	329	356	629	481	377	1120	332
702	1021	1760	1369	1065	2809	1089	1291
15553	19565	24311	31662	31910	32291	19800	26275
882	1336	1411	1096	1280	432	2412	1276
59218	346530	375337	1284593	558558	1253098	2968382	8109948
17	73	82	37	41	43	81	46
777	2801	9908	18781	2184	6730	61384	215911
6	22	36	10	31	23	24	24
170	397	302	117	2292	1071	1290	785
1934	538	1025	1587	937	720	1114	1258
58	56	49	19	45	20	60	71
85	122	197	96	212	299	31	170
257	293	235	309	267	360	342	85
60	783	814	3130	149	1549	3808	9374
175	65	85	80	199	74	203	106
995	435	982	639	1693	1131	1962	1934
200	230	572	368	906	1267	337	833
7	3	3	10	6	10	2	15
321	417	389	245	124	190	133	272
250	438	189	132	166	92	139	220
39	63	33	104	76	33	51	50
850	454	638	579	748	1811	293	2173
954	552	1439	1288	1289	1060	463	1294
483	893	4435	10304	31	190	867	1854
7	15	40	18	6	4	6	1
151	156	172	384	222	205	64	204
3	41	11	13	1	4	0	2
578	302	449	214	281	767	445	430
517	630	1061	1041	316	215	94	477
708	606	690	369	916	306	513	537
39	86	31	55	62	70	61	23
124	141	6	87	131	213	251	292
2	4	5	1	0	2	1	0
834	1821	1983	1616	4628	1587	1076	4144
8333	5162	5100	4417	7133	5950	3625	1622
105	107	197	33	5	38	21	33
2255	2916	4107	17511	5616	8656	38140	121095
39	92	33	45	42	13	30	40
290	150	197	267	216	163	195	160
1271	1544	2171	1303	969	1134	1027	1580
26	8	41	46	63	39	47	12
58	28	19	32	7	17	45	16
6	25	10	22	38	11	25	8
6682	7874	165383	192667	56682	213526	280933	253376
51	72	118	325	277	251	170	369
1244	951	1144	767	511	1176	514	1506
1	2	7	12	0	5	5	2
231027	199656	26202	66617	158687	273610	227488	310481
7583	4109	11095	8652	13709	5396	8868	10156
10	17	9	50	12	18	61	34
73	35	73	30	83	76	56	43
2193	2788	3031	5097	6635	6968	5501	7980
73	61	75	46	46	88	135	43
5809	4359	4295	3466	23562	27083	23709	31072
678	1078	692	896	346	347	138	981
17	32	23	55	36	15	23	48
2099	2420	805	2264	1429	1133	1236	376
6	27	12	4	30	17	8	21
312689	134041	172152	257385	232937	586168	984093	798163
45	55	60	11	19	69	71	73
50	26	51	54	33	14	32	13
9697	44726	52715	191033	2789	3727	15511	85478
1097	921	1224	1072	1357	1112	575	1055
58	215	249	69	97	119	80	83
328	122	135	173	91	107	210	327
4	25	3	12	13	5	2	12
654	780	267	417	299	471	281	524
10	36	9	29	25	20	11	43
570	141	129	454	423	181	602	315
7	2	7	9	3	6	3	7
112	160	343	72	79	131	146	59
42	110	216	350	390	397	1524	4054
608	263	132	226	202	130	108	136
849	688	915	656	521	381	512	436
295	287	543	438	59	163	320	86
25	20	75	56	110	63	204	106
13	16	14	28	54	48	157	23
132	377	135	113	340	105	227	42
1022	480	732	131	504	1114	1035	598
289	190	863	401	290	149	277	282
356	201	373	326	468	648	292	119
83	85	123	79	165	106	101	58
22	33	44	15	122	65	49	133
846	1304	8867	19479	2971	15254	25104	184664
2084	1905	1628	2208	1985	758	958	2760
3	0	6	3	5	4	12	4
225	469	340	629	466	357	885	196
79	127	92	158	110	85	67	249
6287	10050	9468	3233	1481	2508	5089	3849
1383	583	997	468	3738	2142	1530	2165
506	2873	9291	14995	6627	20916	61641	364586
89	68	28	33	45	66	8	19
71	77	63	163	92	289	104	232
611	158	294	109	374	189	532	145
318	111	164	79	98	94	41	102
1672	3293	1532	1545	2456	2469	1885	1295
172	62	194	71	259	63	440	322
136	235	453	214	229	135	80	272
778	3855	5017	75028	9625	18400	51239	84123
34502	23351	36263	24431	19828	62119	13170	18796
221	267	205	1327	10	41	84	342
214	457	332	245	175	80	95	130
2966	877	1875	2089	631	2007	1146	2577
149	441	145	219	744	2045	577	2037
11	8	3	10	9	3	2	0
82	84	96	139	130	74	113	145
25	20	6	4	21	13	5	7
61	124	77	112	58	45	103	86
5	8	13	7	1	4	10	0
134	526	357	115	248	293	225	170
635	368	492	208	42	55	84	141
1196	1239	1474	1523	444	1058	1477	2183
312	371	195	345	134	406	231	260
4081	1965	3613	1727	774	659	849	733
3	10	21	18	3	23	11	15
198	164	78	38	69	114	97	80
777	701	362	1038	430	490	572	661
99	64	168	81	318	606	217	253
29	13	12	15	9	21	22	6
50	27	9	29	58	36	8	44
121	331	125	183	559	826	305	372
14	13	6	8	7	6	3	3
1531	1785	8536	31296	3745	22489	36947	41830
95	154	40	60	110	46	118	159
10422	3574	8603	9357	11687	19680	10139	22445
12268	14678	9169	23760	5172	7676	9595	20256
2486	14386	22191	51627	25718	21480	150388	224867
106	137	51	108	53	147	89	56
4	15	4	4	6	2	8	8
2612	1388	1914	1355	3868	3361	2254	3216
4784	4133	3847	2778	7019	1447	3169	2583
16	19	24	7	10	9	16	26
1213	2377	12040	11560	468	970	2003	3468
849	545	365	1203	91	618	698	457
70	91	68	63	88	92	32	114
356	956	2145	7082	1126	4580	8116	62527
2616	6677	11297	83848	9334	19334	63144	170844
246	139	296	152	183	105	323	387
241	128	185	346	408	361	247	465
1218	1899	10639	12344	4785	21606	24912	50769
525	216	669	298	387	169	170	246
1929	204	425	820	556	438	529	237
14	3	10	6	4	7	7	0
3	0	8	4	6	8	2	3
121	257	67	64	183	107	78	279
1283	4978	6584	27702	10288	12338	61297	131964
48	179	77	115	40	125	111	45
54	36	53	53	32	44	14	29
10306	5173	3288	6777	1427	1959	3981	5565
239	577	1029	376	225	577	846	247
21	7	11	11	8	7	3	11
846	570	968	776	529	827	333	295
102	310	167	146	590	326	163	511
885	536	819	864	1067	725	687	298
29	56	49	41	83	56	58	101
2650	6087	5773	18230	510	482	414	7145
217	37	227	331	352	99	97	240
6	10	8	25	5	6	5	8
282	501	463	1146	330	315	815	1531
98	67	165	189	311	350	152	450
338	345	262	675	848	620	471	531
6	0	2	0	1	0	1	1
13	9	7	5	10	10	3	22
125	78	110	285	221	135	102	69
112	87	110	59	175	165	67	180
135	140	138	60	43	101	60	182
2174	583	731	1792	115	201	136	37
11	17	22	16	4	21	22	9
54	95	193	49	31	67	64	72
933	467	260	621	174	659	476	1111
63	163	252	260	128	207	95	192
218	96	143	170	297	185	68	276
542	254	147	152	215	274	787	612
15	51	23	36	5	22	19	19
1577	8346	22194	62654	282	1146	2767	12369
245	283	425	489	303	324	424	187
4271	7817	19940	84538	363	1437	1989	10099
37	145	72	153	115	131	10	20
8343	8501	4820	11531	5897	8187	8268	2374
216	228	219	289	125	180	147	171
1640	1659	3904	8398	6875	7656	1765	6058
1464	2756	3987	3177	1146	3582	780	7466
85	70	83	90	49	56	11	14
10	78	150	744	2	16	33	69
250	254	384	474	134	216	148	52
2179	5516	1588	2515	2804	1710	2705	3183
100	91	202	73	79	222	161	124
7642	15627	51414	172755	352	4214	26777	21057
28	58	40	86	52	28	28	57
868	212	2802	1047	1553	822	1019	1127
231	226	434	112	204	150	228	223
2679	1870	1467	1462	1504	948	519	484
553	972	1295	1182	1073	1231	283	694
142	150	141	158	201	83	237	150
569	1909	5310	38269	256	212	703	1505
23	28	53	26	43	28	29	38
833	1325	1716	1758	987	1721	432	747
13	4	12	8	11	19	12	5
959	1161	1044	429	433	1292	618	1423
106	277	198	72	72	128	67	163
69	260	144	270	244	505	503	609
1286	1545	782	579	620	1907	1050	1680
1443	3315	9073	41896	486	1401	3473	4877
4	15	3	4	6	6	0	3
6569	24400	28295	67507	52606	37412	339672	729837
30	68	140	68	117	92	53	106
115	44	64	16	48	111	66	90
4	10	9	7	13	7	2	10
141	539	1203	303	225	175	304	165
239	503	568	740	2877	263	267	769
80	395	617	275	229	901	237	547
279	581	506	265	449	213	355	112
173	688	345	216	987	286	186	405
120	209	127	49	37	45	90	224
109	224	201	157	235	287	128	32
199	698	459	263	251	250	668	235
1250	2035	1280	2069	1326	650	821	1376
375	192	265	908	471	403	322	631
234	177	252	350	130	134	130	175
25	15	28	15	54	145	43	107
455	501	608	590	751	577	326	463
1346	3614	6527	37432	112	576	974	4838
87	211	147	160	130	236	160	348
35	13	58	17	36	17	44	103
527	226	386	302	189	208	236	245
65315	40395	12525	30768	23312	39974	57962	48014
305	237	210	220	97	153	115	177
150	183	348	146	136	217	226	131
1239	585	1040	256	645	483	680	389
99	92	108	96	68	63	71	39
69	43	83	68	27	56	29	17
582	782	337	581	966	609	456	909
2	19	5	8	4	10	10	8
150	21	36	100	105	55	105	95
67	138	66	66	35	33	21	64
139	31	143	104	88	46	48	36
505	443	528	514	412	965	373	349
698	557	873	558	840	408	589	988
13	24	11	26	12	10	1	2
1180	1232	1102	1638	963	1866	1021	557
449	374	665	806	950	446	648	519
51	8	68	62	22	15	9	6
339	314	277	249	293	427	393	194
1374	791	1938	629	913	1673	1717	586
4715	2007	1426	3076	2575	746	3454	904
9	3	3	6	3	9	10	5
211	354	221	283	181	87	497	398
43	26	24	44	15	55	25	36
602	661	183	405	499	860	387	596
17	35	25	33	67	28	26	60
9	36	33	27	24	13	6	13
554	1107	1725	1064	975	1087	676	1807
7	20	12	5	1	0	5	3
225	188	238	176	545	169	141	444
56	91	104	62	8	20	23	31
735	291	553	877	410	149	337	840
8157	6198	9554	4046	11825	11890	13831	22435
41	22	23	32	21	9	23	15
135	67	21	81	46	39	35	29
1966	1460	2526	1056	874	1290	3231	991
292	939	619	262	374	504	167	737
52	52	99	105	81	176	139	105
7	9	5	5	2	2	2	4
7	4	2	5	9	8	1	1
114	38	61	80	9	12	20	20
10	10	12	14	10	9	1	4
108857	137319	98965	178274	157520	101754	180331	107111
31	21	30	22	4	18	21	28
17404	38544	23850	12570	13172	13263	9649	15079
755	633	1482	778	847	421	303	440
129	77	100	158	86	102	136	201
47	89	52	11	36	49	43	69
1224	488	459	624	639	792	385	946
246	272	210	100	229	58	548	141
9	20	20	14	5	41	13	14
97	96	23	46	29	34	5	26
579	230	494	194	60	47	191	56
634	598	603	321	133	158	275	250
717	209	1476	570	752	853	378	329
218	216	236	267	104	242	450	496
148	107	153	67	26	71	35	128
50	212	154	85	173	185	102	219
21	63	19	20	20	13	41	37
1354	924	1036	591	966	1328	290	800
472	678	843	653	484	255	718	955
536	422	793	1156	1586	736	1071	685
85	390	1677	885	19	56	323	2348
10	3	6	3	4	6	7	7
205	153	190	216	28	255	85	157
99	114	46	72	41	24	46	22
698	672	443	513	460	177	440	437
855	629	1625	764	843	1035	1109	824
18	42	98	67	46	43	23	27
219	122	181	143	390	381	857	327
1036	1302	994	1940	1412	1477	1130	409
199	378	284	194	202	242	165	473
17	3	26	16	20	7	21	14
21	57	75	68	55	129	96	28
438	441	4113	16772	32	223	1415	1482
49	71	37	68	68	70	128	115
144	62	111	142	113	201	85	48
95	52	81	81	105	47	17	27
256	119	612	225	35	33	104	99
65	121	81	62	56	33	39	35
4191	1646	3635	1322	1313	588	834	1326
177	297	96	48	109	110	58	106
2748	4729	18617	9327	3509	4040	7481	2621
25	13	56	12	33	22	23	23
422	263	296	280	404	297	485	633
280	323	563	2122	54	92	369	1023
111	135	104	129	123	163	121	33
33	2	36	35	4	10	8	5
15	8	12	23	32	38	7	38
5508	7546	2921	7750	3936	2328	4921	4784
13	145	206	304	0	4	24	81
138	149	298	314	361	376	203	48
68	101	74	63	28	40	74	102
385	551	1722	1910	277	877	1198	998
436	410	300	338	720	448	363	458
35	25	45	23	76	11	24	9
13	167	34	47	96	51	221	81
537	663	890	216	346	286	1091	474
2335	2208	1967	1826	615	584	343	306
14	4	12	5	6	4	4	0
348	601	392	531	63	64	140	138
211	212	203	49	53	31	24	35
105	188	90	85	156	223	138	247
464	505	682	295	383	198	135	230
812	771	478	1218	1435	779	632	3129
4171	1998	1878	3068	1936	2551	2539	3343
274	341	290	330	382	308	512	453
63	85	87	57	44	128	131	54
45	103	36	45	168	70	42	47
673	921	397	591	3027	1644	1459	2023
181	147	225	104	76	83	114	69
27	19	16	13	3	10	14	13
3	14	4	5	13	3	5	14
723	786	1222	2049	2077	3000	2947	706
257	77	236	87	203	115	103	96
1417	1239	1328	805	1014	3201	2847	1375
414	309	321	390	234	109	182	318
8	9	6	7	4	4	8	5
348	171	244	446	444	294	427	335
8744	4083	5163	4620	5870	5642	14567	8955
1542	1612	1415	2435	1215	2326	613	1614
440	800	514	227	587	514	544	2012
922	667	584	420	2101	3418	1700	2408
91	191	49	233	286	202	199	372
1755	1772	2530	505	1660	1135	780	682
3085	14897	38012	124796	12012	22017	126424	317708
50	29	51	28	59	28	43	18
495	1185	3963	5791	171	320	659	4103
20	17	24	12	8	42	17	33
28	65	167	326	6	35	44	58
29	18	22	0	6	19	12	12
255	449	408	141	483	246	485	456
10	65	84	78	49	8	43	42
2	7	14	15	33	32	47	38
8	5	11	9	5	9	9	9
257	601	340	822	981	1493	1425	1172
338	150	524	217	254	229	461	73
908	1885	2664	20806	1338	3685	9802	114639
155	207	294	209	241	159	394	279
123	187	98	122	41	77	120	62
10	12	12	6	8	17	13	5
916	1213	2283	2529	866	1063	1793	470
306	577	314	604	752	961	409	75
3999	5266	3072	3449	2762	2450	5436	4979
5498	3700	2496	5790	7607	7878	1757	11327
4	14	11	6	17	23	21	19
44	22	13	13	14	34	9	17
249	172	358	266	243	515	370	273
120	253	202	234	158	95	151	157
260	409	390	595	312	532	566	722
211	179	203	68	89	98	46	84
55	61	34	43	22	47	106	80
58	89	443	555	5	10	45	188
480	336	129	422	84	63	64	97
8	9	27	22	26	14	9	21
665	528	187	578	415	696	525	358
114	327	324	143	165	271	281	230
17	42	67	41	136	254	81	157
3239	4289	3219	2838	1292	2755	1489	3200
162	598	2233	4024	43	118	347	809
471	130	287	372	193	291	218	92
74	9	110	114	68	50	83	68
270	329	441	204	244	238	252	177
224	551	344	239	339	361	506	416
1090	446	452	1349	772	837	1395	602
9736	9156	29454	14061	13519	2861	6626	9548
4762	8156	7294	4056	2569	1823	2815	1905
443	148	382	252	467	690	894	867
1284	836	977	790	385	881	1240	523
63	134	89	80	75	72	151	51
6	5	3	2	1	12	6	5
38	62	87	42	27	16	23	34
1771	1238	1635	1577	283	1613	773	775
250	336	644	278	415	143	481	333
1097	1333	225	941	1659	2616	4938	6345
398	280	323	320	193	187	170	163
5	6	9	14	17	9	2	1
8	19	14	29	26	21	14	28
43	48	45	15	21	9	32	30
1896	1468	334	1815	583	386	779	1226
30	21	62	86	35	44	104	45
980	1613	609	1609	1213	700	1134	1536
225	140	157	305	270	408	82	333
2634	1992	1947	2218	2330	3980	2252	2264
990	3286	879	2638	342	549	757	401
7	3	5	8	9	7	12	3
485	553	276	366	259	842	440	365
2760	3642	4778	5229	8213	5793	1481	2754
8344	10819	10738	7494	4488	5022	2963	2092
776	946	676	509	364	498	220	283
525	1306	656	1045	565	1094	640	1140
1269	1219	1929	631	1967	3025	1980	931
13	7	3	8	3	22	13	7
263	289	149	229	37	339	321	215
158	236	267	205	148	499	144	379
231	241	188	564	511	548	187	192
1999	2134	2321	1415	1860	3294	3228	3799
9	2	8	11	2	5	8	21
30	15	26	17	22	9	18	24
3357	957	1319	3544	3113	1382	3039	4746
5	19	7	6	46	65	20	19
0	60	0	0	157	0	830	898
50	467	783	1968	594	2779	2106	9153
80	44	53	44	62	93	34	23
511	590	168	102	329	277	339	619
230	330	653	871	174	131	228	163
62	75	14	45	31	148	101	182
879	682	771	1075	633	1444	1235	1608
781	569	905	160	631	361	554	567
478	313	161	168	62	475	419	780
1604	419	1241	673	1322	2194	2046	2518
6299	7607	5531	9544	6561	5325	3522	6260
2704	3300	1916	2903	6454	2766	5079	4974
2156	10292	5898	4143	1905	12386	945	4335
176	447	1012	4141	2751	12208	18700	108817
164	268	143	109	675	210	964	321
3	3	2	2	6	3	1	4
9	5	2	3	14	8	10	3
64	96	56	53	24	44	33	43
101	297	203	166	220	315	272	410
2223	3636	2916	2208	2591	2640	3309	906
115	217	265	398	622	198	337	401
280	259	103	262	323	109	313	184
1519	458	320	749	437	580	558	446
165	123	60	135	86	74	58	118
1207	1283	411	2077	701	512	803	993
939	817	900	1481	510	117	165	494
461	1486	9697	19428	7744	7007	19240	61472
12	26	7	6	15	13	6	14
184	102	193	63	108	148	49	71
27	30	30	42	14	23	16	20
30	40	37	12	30	46	28	24
98	80	122	118	63	61	122	48
6110	2428	1747	2130	2239	2727	3248	5565
19	49	6	13	3	25	5	2
5768	10188	7930	6841	3232	2041	2918	2330
3117	11499	37735	67304	475	5179	5295	20592
12	34	23	15	16	34	3	11
233	377	322	414	639	150	337	204
565	1851	1934	1010	1116	922	1396	1787
38	36	23	58	27	34	20	34
671	108	852	444	782	239	1060	652
232	415	291	1452	556	342	530	488
96	55	356	308	106	220	237	162
34	48	49	41	54	19	29	25
295	121	197	138	29	61	127	188
785	832	1165	1646	488	1132	1550	723
799	1389	736	988	24554	15659	31578	8071
724	244	324	308	551	759	598	463
19	8	36	23	20	23	12	32
1867	2549	9123	28521	5951	17934	48326	88927
819	675	1983	452	698	1076	1750	514
79040	40891	88652	36939	42993	59437	65004	95269
857	630	583	174	179	391	310	529
279	659	459	176	407	339	341	537
57	252	166	222	192	219	182	286
345	157	113	252	812	306	194	92
2258	1333	1827	5576	1376	2265	2470	1482
124	308	914	2112	1115	1916	5654	38657
2056	2524	5011	3192	8414	5039	3226	4577
454	765	5206	6891	32	82	473	1529
3368	2603	3915	1443	2472	3185	1308	2228
190	313	148	122	306	143	206	260
1228	1118	1512	1083	159	503	266	336
13	13	5	19	24	12	23	21
134	67	73	62	116	96	21	129
448	370	486	631	396	101	299	292
1793	892	729	819	753	701	2141	1097
5	2	7	10	2	2	11	2
10128	16094	37148	33299	810	3611	10510	41986
989	787	736	1113	2672	2015	1960	649
46	209	140	61	98	328	204	193
2	1	2	3	7	5	3	2
33	28	31	13	35	28	42	16
211	112	264	117	197	165	241	112
97	188	82	56	67	174	356	228
127	159	52	48	154	71	178	120
668	590	418	556	596	515	114	319
309	157	338	195	115	172	223	74
7	3	11	8	9	7	5	13
101	269	174	180	376	177	449	411
592	1392	1046	565	1080	720	866	431
199	220	138	215	69	114	258	78
4148	1990	4455	3254	7226	9068	13451	6866
3991	3438	3087	2806	4382	7626	1523	2558
718	682	247	1339	163	140	211	382
52	34	41	51	20	48	19	18
92	81	159	86	211	41	111	132
1016	1049	997	847	635	1034	954	623
1234	1142	987	438	755	1346	182	238
1886	1482	1560	1896	2234	3065	2895	2422
1289	630	687	227	1646	888	1420	1710
253	278	160	314	426	151	508	238
0	0	0	1	3	1	3	7
215	197	257	405	273	429	262	262
1050	194	325	734	359	545	478	1138
520	405	401	472	279	584	620	815
54	51	80	88	83	21	63	52
11	0	0	5	0	3	6	5
17	49	13	51	45	75	39	41
1690	2351	7332	19112	202	589	2680	6934
760	1318	2117	1908	1166	949	3462	3321
69	92	35	23	84	44	12	22
19	27	9	19	5	32	36	51
18	22	26	15	7	31	18	17
165	127	527	119	200	116	190	114
14657	9589	3514	5721	14010	28574	38260	46569
