ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
59	9	51	10	57	40	15	38
0	6	14	0	0	9	6	13
922	491	766	931	743	1105	757	898
16319	1539	4576	15733	17620	19578	6037	12352
0	4	2	0	7	2	6	8
181	168	121	51	158	199	237	84
17	6	14	4	28	21	15	33
71	52	195	80	98	138	36	70
1165	507	1340	849	597	334	778	1508
144	359	164	192	277	352	430	220
1362	2368	1755	844	1721	948	374	383
48	21	28	43	32	84	68	30
176	75	52	128	155	55	93	75
23	29	66	37	111	90	73	54
738	472	271	516	672	633	445	559
95	132	28	79	14	9	12	29
6308	5359	4704	11645	3658	6328	4040	1986
581	340	1712	498	148	665	859	695
684	563	792	623	712	548	409	325
59	80	47	81	79	105	64	164
68	298	87	110	272	363	274	245
154	841	762	651	797	506	280	137
438	897	340	680	487	425	1254	404
82	120	43	65	239	162	168	33
83	76	40	12	46	24	45	29
52255	26429	43085	25941	89163	66647	21005	74266
1473	1068	684	643	382	741	548	175
23	6	27	15	22	30	1	18
65	49	99	39	29	15	34	37
3292	2396	3602	3065	6323	6315	6131	3264
30	55	38	59	41	41	69	28
61	141	1353	1136	229	257	475	2849
616	519	835	721	426	941	1376	472
59	91	53	72	24	18	24	26
18	9	8	16	22	14	32	8
190	247	236	259	285	215	137	46
5704	10254	9194	5951	4302	5387	1298	2595
139	966	1414	3097	87	1613	2060	7933
2077	1753	2630	2314	3369	3576	3702	1219
316	208	365	717	558	227	530	560
34	37	62	28	39	10	21	8
383	922	3815	13097	301	1633	2843	5249
256	176	408	303	206	224	153	201
30	20	27	33	25	9	39	7
34	99	51	136	318	106	256	220
47	39	22	16	7	7	4	8
4	41	13	19	35	8	45	11
337	846	317	676	372	291	247	597
475	1086	2426	1534	431	145	345	440
1192	1631	9180	16852	1452	8716	12589	27609
1430	2560	1551	1198	593	3141	1391	1421
65	37	42	45	9	66	40	31
2752	4038	3444	8254	8595	4012	5355	8447
5323	5711	2722	2684	6345	3621	2564	4524
852	1004	543	867	823	770	1331	694
2	6	9	10	16	16	4	3
21	7	210	275	43	36	92	521
185	256	74	463	624	262	158	232
11	14	2	7	2	6	7	6
224	412	202	231	197	149	356	200
1757	675	1982	2231	1149	969	988	1340
2	6	9	6	26	5	4	30
64	23	25	10	25	70	82	88
498	540	268	431	641	305	385	498
267	1441	748	2692	1161	2699	735	489
110	190	326	93	229	292	249	140
619	1820	749	551	1020	518	609	548
215	186	185	123	124	194	151	185
620	308	678	185	936	451	582	118
454	518	805	863	2474	703	1380	1110
300	998	502	383	236	141	170	85
14216	17375	8342	6653	6296	15284	15108	16871
22	53	26	71	3	10	8	7
1049	492	1142	1121	313	1177	838	348
44	5	50	42	21	74	39	43
790	1093	679	845	1827	1707	929	903
193	524	204	210	76	494	704	379
3	5	0	11	5	2	4	15
488	847	1886	13360	1650	2959	11348	7716
153	114	113	83	110	147	86	179
75	69	311	992	47	68	203	399
15	3	2	10	10	4	5	17
64	70	55	71	99	93	58	39
1377	1028	1402	537	1934	1467	1233	3064
34	22	11	46	33	18	25	39
9685	9858	13159	16909	55286	26123	14897	25049
6	14	13	4	1	11	25	13
31	3	12	25	14	18	8	28
238	126	154	185	92	398	83	315
53	23	10	11	45	86	61	43
606	513	732	334	350	664	723	624
49	161	172	325	109	330	86	262
20	5	11	8	4	3	4	3
248	117	378	102	138	135	249	304
31	41	33	22	71	55	49	56
822	997	1312	374	1062	1200	628	1545
26	62	60	42	30	18	57	44
1116	2191	808	983	407	686	951	601
41	84	69	135	62	19	42	39
68155	175302	535681	2062482	18615	28451	189195	276121
951	542	851	1145	2639	3245	2679	4443
673	461	743	491	284	406	410	183
44	23	55	20	16	2	13	15
8	3	0	0	4	6	7	9
2497	4346	2057	2689	1494	1655	1891	1103
25	7	43	53	65	50	41	81
170	166	280	249	312	385	418	287
163	217	325	286	167	167	122	204
7	7	12	6	11	14	14	9
9168	11617	5079	11534	17726	10465	12412	15754
99	96	267	186	294	239	229	221
7584	9501	36283	59852	6153	17703	48128	157053
16	16	37	36	12	15	13	23
6408	2601	3958	8715	10898	6778	4140	4143
2692	805	1428	2570	1091	871	1358	1509
1973	1989	3742	1517	1519	2370	3727	4385
128	84	81	66	270	104	657	137
27	20	24	23	36	25	35	3
2822	1999	3809	3470	6193	1576	2389	4397
15	10	5	2	4	2	1	1
600	1193	917	1726	5760	7075	4835	3799
47	29	79	38	81	202	116	113
2880	6881	3673	8408	16496	6433	13397	5620
10523	12173	6376	9199	6541	16041	17922	4808
35	20	23	35	24	13	19	17
154	230	153	216	148	267	240	487
1147	1756	1606	808	762	1182	5371	3739
128	67	48	36	71	33	18	23
12	8	10	12	5	16	3	13
71	55	93	238	30	259	31	81
30	63	41	20	60	34	36	64
537	115	281	376	361	488	270	803
162	183	444	753	219	381	407	720
1582	4024	9177	44580	4048	21672	24868	17990
77057	128484	72099	25536	85578	82774	50953	154819
9223	13975	11121	10497	14133	24128	24660	28324
117	522	1778	5010	375	1478	2192	2638
13	12	12	13	0	7	11	7
12	32	26	55	27	8	10	23
85	238	100	86	92	74	57	92
88	117	58	66	186	110	68	33
773	243	377	822	1580	157	771	444
83	53	84	38	63	66	143	74
6	21	6	15	10	6	8	21
12	0	11	0	6	6	1	1
55	443	270	592	101	153	192	128
3	18	10	2	0	0	2	6
1233	1082	1032	412	626	2027	972	462
54	22	45	25	62	65	95	69
248	341	1197	1140	59	170	929	2959
1157	677	428	1173	436	454	1995	1074
198	187	55	102	411	1267	773	1287
371	627	238	222	308	366	676	368
1328	2185	416	1073	1594	2095	1757	2043
24	19	35	12	34	9	35	4
8	26	37	14	9	19	19	10
0	8	13	12	39	14	8	9
65	92	100	72	99	112	64	153
222	604	1129	3547	68	518	894	2768
127	251	461	351	328	253	356	275
43	52	30	37	56	62	85	50
2042	2797	2192	5905	2960	3218	3842	2275
605	492	393	1270	736	512	188	1050
63	114	79	230	69	203	86	88
423	1303	669	512	700	1521	235	268
107	70	195	148	89	66	54	87
17	53	22	11	39	19	45	48
39	125	123	196	223	446	260	114
4	5	3	4	3	6	13	6
389	444	476	869	741	605	1280	891
26	69	57	29	90	22	41	57
15	61	42	18	65	32	35	43
587	368	231	223	84	113	129	132
2464	2133	1258	1368	1161	2405	1658	1516
476	277	221	349	287	451	259	176
911	4419	4863	21247	1370	4052	15708	31084
22	39	21	22	40	39	38	32
806	1685	693	1161	704	948	529	795
3717	4787	19474	43268	513	2721	11179	24061
656	851	693	951	244	374	1772	763
5366	3362	4468	12899	11745	4676	5415	5212
14	11	5	14	4	7	1	0
30	10	10	12	13	16	8	32
2674	5387	4971	4846	515	629	485	1288
271	812	596	390	406	307	155	557
146	394	255	662	181	207	189	188
125	400	50	212	342	722	367	789
553	175	100	831	108	75	124	77
102	77	51	80	77	41	33	170
855	2156	4206	8228	613	2237	11422	15583
1467	777	2090	1194	2185	770	1916	2935
165	128	135	188	107	111	176	109
305	343	172	258	186	477	142	411
367	171	409	337	328	368	124	1046
28	7	6	10	10	31	7	30
127	368	1836	6458	243	829	1562	3385
11	3	16	3	6	12	3	23
35	44	35	15	22	23	32	41
1677	736	850	786	944	1440	1558	970
2270	2838	686	1453	893	1437	1848	2136
293	382	200	478	338	240	585	300
86	124	59	85	120	110	103	166
3478	1048	3234	4039	1775	3679	1872	1482
3292	9578	6560	119706	2096	8723	21454	40022
13543	7105	5918	4940	5264	5909	5898	4336
118	583	456	250	422	330	609	605
333	257	423	382	125	111	187	77
4071	3487	4206	2086	1638	4866	1779	938
74	157	178	164	156	207	259	202
5745	6603	6336	3267	5618	4482	6690	2141
15	11	10	14	10	10	8	10
342	290	512	387	282	374	120	279
1318	517	987	508	1060	704	804	473
32	24	34	18	9	7	12	14
243	156	236	177	152	84	172	129
454	594	752	919	757	1271	441	1260
12	15	17	11	12	13	17	8
123	532	107	399	1013	985	302	623
84	277	349	231	211	91	201	226
12818	27456	14499	31299	8877	6363	50799	21208
144	60	80	141	50	26	102	57
936	212	485	402	729	1574	940	1262
118	94	269	14	132	114	75	24
114	85	35	50	114	149	374	283
75	79	56	93	258	265	280	306
3360	4757	22755	39755	3947	5332	31708	107777
2614	1791	939	2976	791	415	663	853
31	116	186	60	30	69	53	54
80	70	74	32	56	70	42	19
61	57	112	100	63	90	129	33
7	18	5	11	79	0	35	108
94	888	1269	3185	46	111	426	2363
351	347	169	479	45	165	318	115
36	42	44	27	22	28	22	53
259	202	311	242	97	73	38	145
47	122	104	87	280	197	60	78
39	189	364	968	14	13	21	83
776	688	431	177	615	352	1060	177
59	165	44	135	85	199	69	71
157	109	55	153	247	91	218	81
712	328	832	364	577	555	560	302
31	50	44	29	71	43	35	75
8	11	10	8	771	688	1411	1142
173	180	148	157	342	326	304	647
4517	11792	64062	46149	5926	12773	89383	119610
101	74	82	53	46	22	65	116
567	718	123	678	411	84	267	43
120	81	89	155	116	72	182	60
808	643	2554	1830	6158	5882	4875	2699
103	238	196	144	227	279	121	169
104	277	158	89	92	187	202	264
77	64	98	64	53	141	72	103
217	142	198	282	130	92	173	76
45	0	95	842	0	531	1349	5622
181	31	160	237	229	256	469	149
37	90	38	42	118	112	31	29
1070	1038	570	846	481	899	770	980
1931	15652	24041	30526	3087	3816	44006	127707
150	243	126	257	159	42	91	319
51	31	114	49	66	56	46	46
92	35	102	33	18	15	21	22
545	482	650	1220	363	343	150	173
573	932	531	703	958	1152	625	1324
13239	24663	167285	450057	3532	11951	93145	100761
28	34	10	19	25	32	27	72
871	1562	1952	344	781	722	419	961
121	132	50	165	150	144	155	110
1455	4165	2593	14195	549	615	3079	11140
752	2265	2261	732	2227	895	1366	962
188	153	132	90	161	120	201	176
12	28	17	16	27	17	16	13
145	105	116	98	146	153	57	206
46	20	19	13	23	31	28	50
413	297	512	346	205	222	263	333
429	1149	845	1219	675	513	835	365
48	29	52	19	35	24	43	41
71	265	971	1647	193	127	543	2509
132976	167452	122668	182363	245435	350335	838127	399191
254	166	58	70	86	65	79	115
162	344	480	453	239	1097	83	461
185	716	177	350	188	271	225	236
75	123	63	62	164	55	49	55
137	1579	1432	5535	100	783	1947	5880
663	416	354	152	659	833	157	912
90	96	124	63	54	176	92	92
257	225	446	165	398	567	689	417
198	84	197	138	139	75	182	253
1495	1175	841	2027	3330	2099	2637	1771
89	491	610	323	320	518	86	280
166	90	305	439	336	367	405	852
6	3	15	26	4	5	8	6
8	44	205	384	15	36	60	76
1155	629	1209	1423	7647	10081	17128	10081
8910	6995	9290	4810	7853	9577	3774	5861
16	31	15	36	2	13	7	5
50	150	65	51	24	61	53	28
23	96	10	46	39	46	55	16
357	495	159	532	416	177	275	178
123	48	124	52	123	62	131	136
674	335	986	312	291	389	766	547
181	451	91	142	683	226	316	160
2	0	0	3	30	26	24	14
1235	2162	2182	1182	3449	2065	2047	1122
4	5	5	10	7	6	2	5
515	839	1894	3501	1357	1814	2764	16425
5003	6714	7899	2082	2153	3062	2289	3811
1638	2319	1849	3255	2667	1316	2437	2506
19	31	27	31	50	57	11	71
22	38	32	11	8	7	18	8
66	404	79	252	342	316	258	85
483	458	464	663	879	878	443	697
193	485	278	64	81	60	88	73
569	1682	1129	388	1160	555	1166	849
1231	954	454	925	526	440	722	265
196	560	486	757	311	74	764	372
3	5	1	3	8	0	17	6
107	81	108	52	69	133	117	118
343	134	153	393	244	110	321	126
112	304	75	263	124	188	65	151
144	104	234	191	115	86	206	140
83	121	63	55	178	96	145	201
2673	1896	3280	3238	4676	1926	2020	2759
137	116	362	142	126	205	279	116
24	47	104	65	80	102	55	56
190	112	159	463	51	71	52	36
50	84	312	118	166	196	268	292
94	109	96	93	84	113	178	233
1414	1393	654	3051	406	540	305	643
112	326	232	316	251	222	108	375
0	0	10	7	10	15	6	8
39	59	73	35	42	53	111	53
12944	6588	2992	5855	3548	6048	3680	2971
194	691	830	516	208	83	499	309
339	734	691	604	219	532	296	408
130	87	98	84	63	107	227	63
27	53	68	111	20	17	94	26
230	293	256	244	116	149	133	120
56	41	94	66	129	60	83	121
811	1513	20018	25418	1515	4317	6557	18688
121	259	157	297	51	150	221	159
264	496	295	241	354	389	385	468
17	9	43	11	10	39	27	6
1257	3820	3001	4387	1256	1043	1580	2130
4	9	7	2	3	1	8	13
207	160	160	166	298	33	195	90
796	583	539	990	1169	996	1861	2446
697	537	896	857	1227	845	697	482
399	561	413	437	724	323	497	375
33	35	50	26	37	28	22	29
11	5	5	4	15	6	20	6
4169	5458	14032	6523	9306	9685	18360	8575
312	66	212	491	409	64	204	389
874	1021	485	888	751	629	1736	1829
742	483	672	194	564	353	194	648
148	73	100	94	71	164	72	94
107	115	105	205	77	135	136	281
9	10	9	16	5	19	9	8
37	57	49	102	126	62	177	16
2540	2881	1573	699	1124	754	2308	2964
30349	13716	12129	21500	89620	18481	52184	96499
3225	2379	1766	1220	1745	1254	729	1787
11	20	32	17	7	14	20	41
337	594	329	374	408	229	267	306
255	256	270	183	149	91	105	108
574	415	204	341	297	490	220	284
4370	22409	69503	157670	12276	28283	53755	234193
72	81	55	83	93	95	62	132
681	355	787	272	194	543	222	363
130	142	299	170	92	212	116	317
828	501	867	731	696	212	551	991
392	969	3028	6937	359	1623	4082	4796
117	328	531	2163	59	174	1278	5404
646	544	493	372	832	1275	483	813
2036	246	1099	1026	764	911	670	378
376	182	117	146	50	216	47	188
234	366	278	211	311	593	197	204
3949	3831	27242	29789	2783	9843	13984	61726
311	300	342	256	239	119	106	178
112	101	23	118	22	17	52	21
618	1790	2373	17754	7709	14781	37227	90160
354	152	320	233	160	187	314	191
333	374	376	277	66	77	72	100
14	8	21	7	13	17	11	39
615	610	1434	478	2076	2046	524	1473
39	67	68	85	48	69	36	22
4	13	21	6	7	12	6	22
272	248	186	158	335	435	234	186
19	19	17	10	14	8	11	7
362	447	354	570	1027	853	390	187
133	146	91	90	76	172	132	69
194	281	270	71	197	221	166	130
2117	788	937	382	1476	2972	1928	1601
2	15	5	5	8	51	25	27
933	1620	1295	210	313	436	613	409
7	2	0	6	2	0	0	1
75	43	64	53	56	63	98	30
33	35	33	19	13	5	4	13
5	13	18	10	2	6	7	32
380	44	61	77	181	331	133	137
171	224	372	142	383	111	197	168
142	214	651	210	476	442	572	238
22	22	48	38	76	75	31	15
144	471	755	5323	138	390	1341	3101
145	99	112	78	105	51	52	95
52	27	20	30	8	4	7	3
65	62	46	120	58	23	49	85
50	123	134	84	161	290	132	207
506	313	102	234	114	174	261	189
9	3	5	8	5	11	6	5
146	118	101	45	230	203	373	174
232	149	277	269	149	80	163	207
1178	376	988	689	627	759	329	642
2	6	7	9	5	13	6	4
12	11	11	19	61	51	80	28
1	6	6	9	4	4	8	4
0	0	3	5	7	6	0	5
161	140	134	212	174	145	153	380
135	327	125	97	61	163	89	89
1405	4638	7908	61110	1519	7930	5318	58295
366	555	120	177	296	488	578	241
22	114	34	62	47	42	62	86
363	613	218	315	423	948	586	436
36	43	115	43	14	68	81	126
238	178	113	121	150	57	32	119
35	184	234	514	21	73	188	1013
231	81	222	121	88	78	53	157
39	16	26	26	33	8	26	35
60	228	37	86	91	72	116	122
14	10	17	14	22	8	30	13
83	191	278	310	519	91	174	120
82	72	201	263	78	50	206	33
4	8	5	7	5	1	0	1
299	432	330	157	427	155	287	230
186	143	114	148	59	184	81	38
15	56	164	238	17	66	67	879
332	145	264	267	152	124	137	86
406	252	196	186	216	255	144	291
880	367	422	197	533	622	598	710
10350	21051	147168	730368	28764	15799	80812	346825
40	39	28	30	207	112	120	179
311	98	253	380	850	1371	436	1740
63	382	116	1238	37	37	79	458
6	20	12	8	5	8	28	5
103	39	79	124	52	95	18	59
282	369	256	782	249	741	446	517
410	513	1059	1081	791	1099	946	420
11	18	34	18	18	9	7	20
12	15	7	7	30	19	5	22
36	55	128	146	69	202	86	74
719	516	884	840	271	913	785	967
138	84	158	246	160	171	142	21
170	426	584	531	626	461	297	319
857	211	524	729	625	491	517	358
83	84	98	141	55	116	105	262
116	76	94	158	128	117	121	65
17	35	59	63	67	9	25	47
1626	3527	21154	22792	2088	9476	26747	148399
50	21	53	63	61	28	32	44
1536	869	2378	751	1850	994	1123	1127
1163	171	362	973	429	811	681	268
51	114	58	29	41	52	79	82
293	281	347	210	161	171	305	141
16	0	11	6	16	16	10	10
63	62	31	49	4987	5167	6430	7610
16	21	9	52	14	23	42	10
149	84	250	227	732	230	529	612
98	197	159	211	148	276	61	234
49	262	303	271	416	174	66	114
6	4	8	11	2	1	3	7
3	6	5	3	7	14	7	4
6723	2124	8111	6900	7792	5850	2566	2549
332	288	220	540	580	520	279	521
10990	19660	13349	9760	11251	30552	14990	19904
277	91	426	136	136	144	82	113
129	263	283	516	226	239	423	107
31	23	2	25	25	8	26	23
243	249	453	188	271	233	259	413
638	1208	584	1058	1352	963	698	547
8	5	19	10	9	10	4	6
1752	980	923	1554	1495	900	1210	1324
30	15	26	6	27	20	24	13
385	253	335	131	943	407	432	682
1442	930	491	1312	2470	2694	1639	3447
378	188	505	349	43	41	93	101
8	7	6	12	4	10	4	8
264	546	954	342	636	501	758	732
3195	907	1809	1282	1414	1151	931	998
1106	1193	1551	1850	1359	901	916	1344
898	1438	790	490	2748	1169	1602	1987
3	0	0	2	9	8	17	7
120	262	665	180	286	341	254	855
763	631	346	790	976	367	1389	422
159	327	94	285	74	124	141	73
453	851	3370	9698	309	969	2771	3178
17	125	53	33	71	59	59	60
6	14	8	7	33	50	16	18
51	35	47	34	86	41	150	71
302	360	425	265	114	303	113	207
550	492	346	1045	1407	685	766	1205
850	686	1425	683	1214	1585	308	1420
68	184	152	102	124	275	373	346
1573	364	1442	925	860	1480	697	949
327	618	364	333	318	366	782	477
11	2	12	20	6	7	8	14
84	52	69	147	71	105	208	230
146	371	1048	980	99	555	1334	2160
320	295	199	229	224	141	400	194
89	32	49	43	28	70	45	29
161	436	257	241	58	263	174	322
515	984	1198	8120	586	1667	3095	6433
2339	7087	12843	24633	1934	7138	34209	53563
7	8	5	2	13	10	8	12
106	227	255	91	121	117	115	53
150	223	244	263	128	431	107	133
3381	1436	518	792	1739	1300	2566	2068
190	122	254	136	198	184	223	164
191	334	319	485	394	262	92	310
35	82	85	94	51	105	84	62
78	80	317	423	200	142	143	203
404	290	304	182	301	218	215	88
0	12	0	13	3	2	9	5
76	107	184	122	95	100	98	162
8	4	7	4	1	5	5	3
142	57	96	71	46	50	97	116
433	706	1648	826	1162	650	423	1114
1202972	201862	308443	361457	537092	1051600	816589	823888
351	312	462	244	180	356	274	163
206	106	346	179	384	105	234	299
304	840	729	1020	553	454	1105	734
528	985	843	248	760	252	689	445
340	284	158	148	88	112	70	89
23	25	17	16	19	17	22	7
1258	994	2167	1792	780	1080	701	366
110	110	36	60	148	84	172	61
466	335	319	269	224	301	235	133
24	52	41	59	36	31	34	44
467	323	532	267	118	57	70	203
123	288	239	269	97	96	253	170
519	1124	672	1442	607	987	907	1191
28	17	14	24	15	19	14	22
433	325	456	120	262	153	201	197
133	65	82	25	6	27	58	24
293	250	107	370	328	262	628	340
879	540	527	1173	389	442	423	924
1228	553	769	1723	1544	1195	777	1252
318	196	116	108	145	254	113	260
10	11	6	17	13	4	6	16
173	311	94	128	73	47	70	62
2790	951	1942	1523	12761	16419	13006	7751
250	698	558	621	478	168	329	252
8	5	19	0	5	2	3	0
97	54	60	110	43	25	51	84
232	173	287	143	107	86	93	118
371	467	171	307	1102	642	622	471
117	543	415	461	396	330	144	108
36	155	121	179	94	223	90	69
124	86	257	67	47	56	101	65
42	88	33	38	33	80	66	40
7	14	19	10	25	9	8	5
474	3198	4977	30805	883	1685	13053	18031
14	20	11	11	23	3	2	9
114	110	263	163	40	35	104	56
19	21	33	30	111	89	27	83
178	121	79	186	152	203	148	116
124	139	212	62	74	91	99	102
13	27	6	9	27	15	5	4
1145	839	442	1030	658	1749	1130	355
205	296	182	339	843	357	238	468
2468	2645	8117	7100	15365	5639	2148	4805
35	29	15	10	46	9	14	17
343	535	403	295	340	456	785	329
3918	5399	3382	3207	1798	3142	2315	7704
231	207	138	196	232	499	150	476
1485	3635	2568	1872	1675	4947	1570	5274
62	36	36	45	92	156	141	64
154	120	127	104	222	31	91	304
477	331	467	212	412	258	408	291
256	231	247	236	280	75	214	329
3644	7557	25329	24893	1033	9344	30123	74500
10435	17861	12424	10099	35358	21422	30618	22270
228	74	445	536	434	215	278	765
1741	506	845	557	703	527	797	1310
273	1023	1797	10484	140	359	617	7622
9	15	12	14	77	62	37	57
21	75	65	28	81	68	27	80
4669	2426	1684	1463	1612	2195	1389	5903
6	13	22	16	5	18	15	7
86	39	76	41	48	83	100	192
291282	462012	1418242	3611131	241905	939096	3093291	10003315
12	39	42	17	18	34	10	32
384	676	677	849	113	433	113	415
751	202	313	517	594	420	377	359
21	15	13	6	42	36	47	57
185	261	85	290	119	174	240	141
23	23	21	43	66	58	53	32
18	16	43	27	40	14	8	51
2267	7111	8248	52369	874	22116	18192	125524
298	1378	1805	2568	124	133	1419	1238
48	50	72	7	43	30	78	28
115	95	73	81	180	310	106	116
1635	1237	1766	715	1037	645	1657	1839
14	26	55	22	105	188	102	66
749	359	907	223	477	205	244	373
8	5	6	7	1	2	1	0
60	58	91	31	95	63	159	69
269	167	188	193	293	136	217	170
13	5	17	1	4	4	2	3
1779	924	555	661	1282	1988	911	1056
159	140	101	160	125	232	64	33
748	884	217	467	350	749	418	476
244	264	189	278	199	293	119	137
187	370	72	144	151	195	179	262
28	80	80	63	68	39	92	85
11	9	13	20	17	13	12	19
279	269	126	157	214	495	291	122
307	274	429	168	543	235	233	468
311	1234	1141	554	328	293	266	194
67	97	143	157	53	17	32	32
1849	4285	1163	7330	5020	5691	8939	16885
937	640	683	213	400	116	200	566
5686	6723	20480	130115	3441	11581	31156	170681
112	108	181	81	255	57	246	93
6	7	18	9	4	14	10	6
11	52	17	50	20	30	14	37
63	75	117	210	71	185	109	86
562	1356	926	607	1253	1047	679	650
208	146	96	97	201	187	269	150
215	257	207	219	468	118	149	156
25	13	44	46	72	27	69	54
641	254	678	600	1146	802	1390	1819
95	129	47	145	158	76	80	25
127	69	192	253	298	65	175	236
8	84	31	60	6	3	5	3
149	102	124	96	80	124	33	173
140	87	300	119	361	238	109	142
56	76	105	99	67	141	81	162
374	612	319	327	515	279	223	247
4	5	5	6	14	6	8	22
14	41	9	27	20	9	35	19
77	88	99	437	241	108	193	142
1287	1645	1484	814	2017	1190	2898	1118
203	271	212	97	132	130	221	265
402	214	270	227	3134	1904	2273	1773
518	342	295	502	266	259	153	208
259	158	165	184	389	180	80	351
130	126	150	30	376	181	213	182
2092	1793	1097	1445	836	1226	1324	730
20	28	13	31	48	14	8	6
1101	935	940	577	716	518	489	296
923	728	1031	642	833	331	376	368
1927	1250	1689	2400	2886	2784	4455	2232
101597	34796	52884	64816	68208	95873	22370	67935
76	102	97	46	38	34	30	42
356	282	439	820	946	485	619	610
229	189	124	348	322	178	387	245
301	339	174	136	239	123	281	240
783	1762	869	702	594	1302	717	481
6	4	0	4	11	16	6	7
13	29	66	38	42	45	67	74
3903	1256	3511	2577	2286	2924	1922	2392
34	30	138	69	126	80	65	81
10	6	8	5	22	5	21	2
29	41	46	20	60	22	43	68
407	720	486	356	387	204	277	274
214	263	152	226	110	169	252	157
14	7	7	8	2	0	3	1
346	420	840	347	994	401	412	848
14919	15563	17507	16715	6866	5213	6801	15556
1794	1193	1079	967	976	3453	1297	1290
224	329	203	378	368	857	563	191
378	359	223	558	86	224	56	112
32283	4871	26288	14516	16037	25036	23147	21290
245	590	181	293	257	231	207	246
2875	1644	3525	873	1484	709	861	1515
32	20	14	54	85	33	52	63
251	568	499	626	398	212	228	268
165	136	201	173	263	186	32	330
393	322	485	117	594	1178	623	575
104	220	63	86	19	99	78	81
161	145	122	286	401	245	233	253
34	105	63	53	65	29	45	34
37	54	57	70	28	46	42	20
10	18	10	4	58	36	41	61
764	1980	1946	1834	3589	2770	1819	2193
319	183	596	207	149	237	379	480
195	50	132	173	310	108	134	211
630	797	4019	16802	566	957	4195	13382
68	43	32	17	38	33	39	72
