Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
ENSG00000204920	51	75	100	51	64	67	30	36
ENSG00000159882	37	99	62	61	55	85	25	35
ENSG00000159885	60	146	141	78	69	89	26	32
ENSG00000267022	75	114	142	134	81	100	36	65
ENSG00000178386	67	70	106	99	63	88	31	56
ENSG00000186026	52	100	132	85	88	122	25	65
ENSG00000267680	108	167	230	183	198	204	63	105
ENSG00000256294	73	141	171	100	129	139	36	99
ENSG00000263002	93	113	139	76	83	98	39	39
ENSG00000167380	333	312	542	316	325	297	87	241
ENSG00000131115	94	167	174	91	146	148	52	64
ENSG00000159917	16	30	39	24	25	37	13	11
ENSG00000159915	20	33	27	13	21	26	10	11
ENSG00000062370	68	77	98	86	64	87	25	54
ENSG00000267173	9	11	24	16	9	18	9	10
ENSG00000267508	16	31	24	14	21	20	8	8
ENSG00000278318	58	104	99	79	92	93	29	47
ENSG00000167384	75	69	99	83	72	115	23	36
ENSG00000273777	0	0	0	0	0	0	0	0
ENSG00000216588	1	3	2	16	10	3	3	16
ENSG00000073008	1068	1929	1765	3080	1742	2194	528	2883
ENSG00000186567	0	0	2	1	1	0	0	0
ENSG00000213892	0	0	0	0	0	0	0	0
ENSG00000069399	26	37	56	33	59	78	13	29
ENSG00000142273	0	0	0	0	0	0	0	0
ENSG00000187244	60	115	114	41	195	125	37	64
ENSG00000130202	1201	1748	1735	1663	1672	1460	437	1537
ENSG00000130204	94	141	188	113	126	147	28	119
ENSG00000130203	144	29	39	24	252	51	9	28
ENSG00000130208	2	3	8	2	7	3	2	2
ENSG00000267467	0	0	0	0	0	0	0	0
ENSG00000224916	0	0	0	0	0	0	0	0
ENSG00000234906	0	0	0	0	0	0	0	0
ENSG00000104853	1998	2517	3444	3231	2930	3120	1133	3132
ENSG00000104856	22	15	33	42	32	20	15	25
ENSG00000104859	72	118	165	99	116	98	52	96
ENSG00000170684	0	3	4	0	3	0	1	0
ENSG00000142252	89	230	208	164	153	210	51	122
ENSG00000007047	90	143	189	113	166	167	58	111
ENSG00000104866	90	137	181	116	187	140	48	110
ENSG00000179846	0	2	0	0	0	0	0	1
ENSG00000007255	84	224	158	78	162	131	64	81
ENSG00000189114	19	56	88	44	75	42	14	45
ENSG00000267545	2	19	27	10	10	13	4	18
ENSG00000283632	1	2	2	1	0	0	2	1
ENSG00000130201	1	0	2	1	0	0	2	0
ENSG00000104879	0	8	2	0	1	5	2	0
ENSG00000104892	0	3	1	1	2	1	0	1
ENSG00000104884	309	488	697	457	816	581	278	594
ENSG00000104881	368	400	593	416	366	270	100	207
ENSG00000117877	211	261	328	210	186	258	56	140
ENSG00000012061	292	451	534	290	440	495	169	265
ENSG00000125740	15	28	69	24	29	53	24	26
ENSG00000125744	87	222	304	201	133	254	88	214
ENSG00000213889	1	1	4	4	4	4	1	1
ENSG00000125753	745	727	1204	955	990	788	293	1031
ENSG00000125741	67	90	124	73	106	84	23	66
ENSG00000177464	0	0	0	0	0	0	0	0
ENSG00000125746	129	195	394	265	337	206	115	325
ENSG00000010310	0	2	0	1	1	2	1	6
ENSG00000125743	1441	1963	2329	1577	1995	2422	712	1352
ENSG00000011478	279	405	532	524	478	501	159	441
ENSG00000177051	24	29	51	18	34	24	14	26
ENSG00000237452	0	0	0	0	0	0	0	0
ENSG00000177045	112	138	185	95	170	144	37	57
ENSG00000104936	23	44	87	76	176	113	72	259
ENSG00000268434	10	17	46	32	43	28	9	60
ENSG00000185800	75	64	145	78	82	78	22	58
ENSG00000104941	0	0	0	0	0	0	0	0
ENSG00000125755	348	582	683	439	644	632	200	412
ENSG00000170608	3	0	0	5	0	0	0	0
ENSG00000170604	160	233	295	191	275	243	82	135
ENSG00000176182	12	24	30	16	26	20	10	9
ENSG00000188425	0	0	0	0	0	0	0	0
ENSG00000104967	23	30	44	31	40	26	11	44
ENSG00000104983	22	23	37	13	28	29	11	16
ENSG00000008438	0	0	0	0	0	0	0	0
ENSG00000204869	0	0	0	0	0	0	0	0
ENSG00000188624	6	0	12	1	3	2	0	3
ENSG00000204866	0	0	1	0	0	0	0	0
ENSG00000188293	0	0	0	0	0	0	0	0
ENSG00000124440	0	0	0	0	0	0	0	0
ENSG00000011485	311	542	673	412	533	472	142	371
ENSG00000169515	33	43	100	24	31	50	11	10
ENSG00000277531	1	2	0	1	0	2	0	0
ENSG00000182013	28	47	140	98	28	16	28	75
ENSG00000230510	6	21	7	8	22	9	4	7
ENSG00000204851	7	7	41	16	16	14	16	18
ENSG00000160014	825	1182	2158	1779	1842	1166	604	1731
ENSG00000160013	20	14	61	67	73	26	16	150
ENSG00000167414	0	0	0	0	1	0	0	0
ENSG00000197380	46	44	52	46	44	49	15	34
ENSG00000105287	118	160	194	174	255	154	89	155
ENSG00000090372	223	489	520	334	426	384	146	271
ENSG00000181027	48	66	104	85	105	70	31	117
ENSG00000105281	3352	5079	7136	3063	5031	5947	1932	2180
ENSG00000280050	0	0	0	0	0	0	0	0
ENSG00000042753	1694	3518	4067	3011	3195	2821	1091	2467
ENSG00000160007	423	666	800	401	817	880	295	387
ENSG00000130751	16	38	31	21	44	37	8	16
ENSG00000130748	65	97	104	78	133	117	34	77
ENSG00000130749	168	263	291	259	327	258	91	186
ENSG00000142230	692	1324	1654	917	1028	1152	432	678
ENSG00000105327	128	171	160	83	168	134	58	69
ENSG00000105321	58	168	196	147	142	124	31	96
ENSG00000257704	4	21	23	4	18	24	6	2
ENSG00000197405	0	3	0	1	3	1	2	1
ENSG00000134830	0	0	0	2	0	0	0	0
ENSG00000134815	28	55	85	53	63	67	18	44
ENSG00000105419	19	31	24	22	31	25	7	20
ENSG00000118160	0	1	0	1	2	0	0	0
ENSG00000118162	52	65	77	67	65	67	16	50
ENSG00000105402	1891	2971	3720	2006	2960	3352	1173	1786
ENSG00000118156	0	0	0	0	5	1	1	0
ENSG00000063169	72	96	108	69	86	100	26	62
ENSG00000024422	4195	7075	9259	5967	8785	8555	3099	5792
ENSG00000105373	107	186	281	79	174	235	69	128
ENSG00000178980	262	433	521	362	301	273	65	137
ENSG00000178928	0	0	0	0	0	0	0	0
ENSG00000105392	0	0	0	0	0	0	0	0
ENSG00000105398	0	0	0	0	0	3	0	0
ENSG00000188334	0	0	0	0	0	0	0	0
ENSG00000169393	0	0	0	0	0	0	0	0
ENSG00000105507	0	0	0	0	0	0	0	0
ENSG00000105499	99	109	264	63	195	126	86	92
ENSG00000105486	35	64	61	44	69	50	15	33
ENSG00000185453	25	40	38	34	45	48	11	32
ENSG00000178150	4	1	0	4	0	0	0	1
ENSG00000105483	36	76	93	88	69	41	28	56
ENSG00000105479	0	0	1	0	2	1	0	0
ENSG00000142227	1391	2776	5088	3249	3263	3993	2097	3008
ENSG00000161558	14	32	26	18	31	30	5	13
ENSG00000105467	0	0	0	0	0	0	0	0
ENSG00000105438	4031	4432	6102	5121	3747	4730	1636	4176
ENSG00000105464	16	17	45	23	14	21	3	7
ENSG00000105447	195	355	426	265	429	307	117	323
ENSG00000182324	0	1	0	0	0	0	0	0
ENSG00000268465	48	58	68	47	38	42	15	43
ENSG00000105443	226	319	435	292	304	298	107	206
ENSG00000142235	1	1	0	0	0	0	0	0
ENSG00000088002	3	0	3	1	4	2	0	5
ENSG00000105523	0	0	0	0	0	1	0	0
ENSG00000177202	0	0	0	0	0	0	0	0
ENSG00000063177	1696	2139	2969	1277	2226	2838	783	1389
ENSG00000063176	66	61	83	63	90	73	28	64
ENSG00000105516	4	10	8	2	39	15	7	3
ENSG00000063180	1	8	6	16	23	18	6	12
ENSG00000142233	0	0	0	0	0	0	0	0
ENSG00000176920	0	0	0	0	0	0	0	0
ENSG00000176909	11	13	22	11	11	8	8	4
ENSG00000105538	2	0	51	0	3	3	7	0
ENSG00000182264	0	0	0	0	0	0	0	0
ENSG00000174951	20	14	21	13	38	22	4	8
ENSG00000105550	3	2	8	4	2	0	1	0
ENSG00000105552	307	500	656	414	648	747	227	455
ENSG00000087076	29	113	113	77	45	100	28	54
ENSG00000105559	2	6	5	7	16	6	4	7
ENSG00000087074	192	324	437	254	275	347	116	238
ENSG00000104804	0	0	0	0	0	0	0	0
ENSG00000104805	3160	4841	6935	3387	5408	5217	2259	3327
ENSG00000104808	0	1	0	0	0	1	0	0
ENSG00000087088	720	1662	1950	914	1247	1497	444	824
ENSG00000087086	553	763	1057	556	712	917	237	434
ENSG00000104812	551	660	1244	1611	1059	790	386	1173
ENSG00000183207	594	985	1229	795	992	985	313	769
ENSG00000104826	0	0	0	0	0	0	0	0
ENSG00000268655	0	1	2	0	0	0	0	0
ENSG00000104827	0	0	0	0	0	0	0	0
ENSG00000267335	0	0	0	0	0	0	0	0
ENSG00000104818	0	0	0	0	0	0	0	0
ENSG00000267631	0	0	0	0	0	0	0	0
ENSG00000189052	0	0	0	0	0	0	0	0
ENSG00000213030	0	0	0	0	0	0	0	0
ENSG00000196337	0	0	0	0	0	0	0	0
ENSG00000283663	0	0	0	0	0	0	0	0
ENSG00000225950	0	2	0	1	0	0	0	1
ENSG00000104848	1	2	1	1	1	1	0	1
ENSG00000104852	342	540	657	540	563	559	180	567
ENSG00000104863	36	58	55	39	43	58	7	27
ENSG00000221916	1	2	7	0	5	3	0	1
ENSG00000177380	13	31	40	22	25	11	2	17
ENSG00000130528	1	0	1	1	0	0	0	0
ENSG00000130529	110	225	251	252	174	184	84	252
ENSG00000063127	0	0	1	0	0	0	0	0
ENSG00000104894	0	0	1	0	0	0	0	0
ENSG00000074219	45	41	57	42	28	42	16	31
ENSG00000104901	0	0	3	1	1	3	1	1
ENSG00000161609	0	0	0	0	0	0	0	0
ENSG00000142538	0	0	0	0	0	0	0	0
ENSG00000261949	0	0	0	0	0	0	0	0
ENSG00000104888	0	0	0	0	0	0	0	1
ENSG00000104872	311	342	541	303	482	475	156	256
ENSG00000161618	132	170	286	211	333	218	85	202
ENSG00000269469	6	16	24	21	27	10	4	13
ENSG00000090554	0	7	3	1	5	18	4	1
ENSG00000142541	691	679	1302	249	580	1008	313	430
ENSG00000142534	2506	3644	6360	2350	4249	4462	1500	2702
ENSG00000104870	455	422	823	439	708	476	229	443
ENSG00000142552	2021	3518	4079	3589	2432	2322	636	2222
ENSG00000142546	431	726	892	602	705	644	262	534
ENSG00000126460	6	9	24	3	18	3	4	4
ENSG00000126464	103	154	192	133	234	160	66	159
ENSG00000126458	505	640	1180	788	751	581	292	597
ENSG00000126461	476	554	729	567	800	702	201	634
ENSG00000126456	107	255	309	245	261	253	85	200
ENSG00000126453	55	61	55	56	46	55	18	21
ENSG00000126457	1141	2026	2500	1599	2357	2064	694	1682
ENSG00000224420	0	0	0	0	0	0	0	0
ENSG00000169169	53	112	166	105	77	151	61	82
ENSG00000126467	13	7	21	12	13	1	7	17
ENSG00000196961	2177	2962	3598	2571	3924	3558	1195	2737
ENSG00000010361	16	33	50	19	34	29	8	9
ENSG00000104973	337	495	573	349	581	567	156	374
ENSG00000104960	831	1339	1426	1196	1333	1414	447	1038
ENSG00000039650	143	250	279	203	242	258	83	183
ENSG00000204673	300	384	453	311	402	403	105	238
ENSG00000104946	404	506	696	473	595	623	254	410
ENSG00000104951	0	0	0	0	0	0	0	0
ENSG00000213024	207	280	291	203	278	318	81	190
ENSG00000269179	0	0	0	0	0	0	0	0
ENSG00000169136	102	251	420	80	135	327	82	61
ENSG00000161640	0	0	0	0	0	0	0	0
ENSG00000105053	235	302	392	234	264	284	74	226
ENSG00000142528	50	90	89	53	77	89	20	34
ENSG00000161652	0	0	0	0	0	0	0	0
ENSG00000105357	9	13	16	23	39	23	4	22
ENSG00000131398	12	1	11	10	13	0	2	9
ENSG00000131408	230	387	403	348	367	362	109	299
ENSG00000131400	0	1	0	0	0	0	0	0
ENSG00000062822	27	46	64	37	51	50	19	31
ENSG00000142539	3	6	12	5	10	5	3	2
ENSG00000269404	0	0	0	0	0	0	0	0
ENSG00000086967	0	0	2	6	0	4	1	1
ENSG00000142530	9	25	27	9	12	19	1	9
ENSG00000161671	560	843	1166	811	921	862	287	717
ENSG00000161677	184	259	334	262	266	258	85	180
ENSG00000204653	0	0	1	0	0	0	0	0
ENSG00000131409	0	5	1	1	0	2	0	1
ENSG00000213023	1	23	24	24	9	15	3	14
ENSG00000235034	0	9	7	6	6	6	0	7
ENSG00000161681	3	0	6	11	4	3	1	15
ENSG00000105472	257	308	541	498	457	318	145	597
ENSG00000142511	0	0	0	0	0	0	0	0
ENSG00000261341	0	0	0	0	0	0	0	0
ENSG00000142513	0	0	0	0	0	0	0	0
ENSG00000167747	1	2	2	0	6	3	2	3
ENSG00000167748	0	0	0	0	0	0	0	0
ENSG00000174562	0	0	0	0	0	0	0	0
ENSG00000142515	0	0	0	0	0	0	0	0
ENSG00000167751	0	0	0	0	0	0	0	0
ENSG00000167749	16	3	7	9	0	0	0	1
ENSG00000167754	32	25	21	44	92	43	13	38
ENSG00000167755	0	5	0	0	3	2	0	2
ENSG00000169035	0	0	0	2	3	0	0	1
ENSG00000129455	0	0	0	0	0	0	0	0
ENSG00000269741	0	0	0	0	0	0	0	0
ENSG00000213022	0	0	0	0	0	0	0	0
ENSG00000129451	0	0	1	0	2	1	0	0
ENSG00000167757	11	0	2	4	16	2	1	4
ENSG00000186474	0	0	0	0	0	0	0	0
ENSG00000167759	0	1	0	1	3	0	0	0
ENSG00000129437	0	0	0	1	0	0	0	0
ENSG00000142544	43	95	171	84	135	116	42	104
ENSG00000129450	0	0	0	0	0	0	0	0
ENSG00000168995	0	0	0	0	0	0	0	0
ENSG00000105383	0	0	0	0	0	0	0	0
ENSG00000179213	0	0	0	0	0	0	0	0
ENSG00000142549	0	0	0	4	2	0	0	0
ENSG00000186806	5	14	20	19	12	6	2	9
ENSG00000105379	835	1266	1280	1098	1255	1226	352	1085
ENSG00000269403	145	193	169	176	172	163	53	123
ENSG00000160318	0	2	4	8	8	0	4	6
ENSG00000105374	0	0	0	0	0	0	0	0
ENSG00000105370	0	0	0	0	0	0	0	0
ENSG00000262874	0	0	0	0	0	0	0	0
ENSG00000142512	0	0	0	0	0	0	0	0
ENSG00000105366	0	0	0	0	0	0	0	0
ENSG00000213822	0	0	0	3	0	0	0	3
ENSG00000254521	0	0	0	0	0	1	0	0
ENSG00000105492	0	0	0	1	0	0	0	0
ENSG00000105497	247	288	384	422	205	279	64	176
ENSG00000105501	0	0	0	0	0	0	0	0
ENSG00000268500	0	0	0	0	0	0	0	0
ENSG00000254415	0	0	0	0	0	0	0	0
ENSG00000182310	8	2	9	12	7	5	1	10
ENSG00000105509	1	0	0	3	5	0	0	0
ENSG00000171051	4	1	11	66	14	2	4	47
ENSG00000171049	0	0	0	0	1	0	0	0
ENSG00000187474	89	5	71	39	22	6	5	6
ENSG00000161551	6	10	32	3	20	8	5	2
ENSG00000283617	6	9	30	3	20	7	5	2
ENSG00000198093	50	33	79	23	71	63	22	24
ENSG00000176024	55	48	76	52	53	72	28	28
ENSG00000256683	73	101	119	70	65	112	25	61
ENSG00000197619	96	83	115	91	78	116	34	63
ENSG00000142556	55	62	88	43	37	77	27	26
ENSG00000256087	44	48	61	42	44	76	20	18
ENSG00000197608	81	129	196	137	95	119	34	94
ENSG00000204611	133	206	226	180	160	229	55	99
ENSG00000196267	26	52	86	49	58	50	24	27
ENSG00000105568	3139	4110	7136	5591	6026	4413	2453	5592
ENSG00000196214	173	252	261	138	177	201	71	85
ENSG00000198464	149	161	213	129	150	216	63	71
ENSG00000167554	29	31	32	35	23	34	7	9
ENSG00000221923	72	174	148	67	93	115	38	40
ENSG00000167555	16	30	22	34	18	26	9	15
ENSG00000198633	0	0	1	0	0	0	0	1
ENSG00000258405	21	25	29	22	19	31	4	9
ENSG00000198482	90	175	211	131	136	152	62	84
ENSG00000167562	35	51	72	41	62	67	16	31
ENSG00000167766	56	96	116	79	90	115	24	39
ENSG00000213020	41	63	67	40	44	66	17	34
ENSG00000189190	34	60	58	29	51	48	15	29
ENSG00000198538	66	100	121	60	72	78	34	28
ENSG00000204604	147	164	501	55	165	154	111	45
ENSG00000182986	57	116	159	70	81	121	30	75
ENSG00000283088	53	111	156	68	78	113	30	72
ENSG00000221874	7	8	8	11	9	16	1	7
ENSG00000180257	28	39	52	56	35	70	12	27
ENSG00000269526	0	0	0	0	0	0	0	0
ENSG00000268964	0	0	0	0	0	0	0	0
ENSG00000170949	234	313	414	286	304	322	107	200
ENSG00000170954	53	70	97	53	76	70	18	45
ENSG00000197937	39	69	69	33	74	83	20	22
ENSG00000197497	25	30	34	24	27	40	7	20
ENSG00000197928	63	60	71	53	48	58	20	33
ENSG00000196131	0	0	0	0	0	0	0	0
ENSG00000228567	0	0	0	0	0	0	0	0
ENSG00000163098	0	0	0	0	0	0	0	0
ENSG00000203326	12	15	23	22	27	18	10	16
ENSG00000213799	53	68	76	48	52	64	20	36
ENSG00000196417	86	75	111	47	51	64	18	33
ENSG00000160336	39	60	72	72	58	89	25	36
ENSG00000198346	28	44	42	22	35	44	17	21
ENSG00000130844	84	158	167	86	93	115	48	48
ENSG00000204595	0	0	0	0	0	0	0	0
ENSG00000142405	0	0	0	0	0	0	0	0
ENSG00000179820	2796	3075	5991	5690	4277	2698	1509	5640
ENSG00000126583	0	0	0	0	0	0	0	0
ENSG00000105605	10	4	10	15	11	15	8	20
ENSG00000142408	14	20	19	24	17	17	7	20
ENSG00000130433	0	0	2	1	5	1	1	5
ENSG00000189068	0	0	0	0	0	0	0	0
ENSG00000248385	0	0	0	0	0	0	0	0
ENSG00000170909	2	0	13	8	4	3	2	4
ENSG00000170906	378	711	785	708	607	621	228	571
ENSG00000105619	150	200	255	219	200	169	62	133
ENSG00000105618	357	572	679	411	555	531	161	374
ENSG00000088038	281	382	431	335	409	422	114	298
ENSG00000105617	129	149	187	86	128	168	35	78
ENSG00000167608	2	1	8	5	9	0	0	2
ENSG00000125505	938	1457	1783	2473	1843	1777	737	2456
ENSG00000170892	455	802	1044	701	906	958	267	654
ENSG00000170889	740	1424	1985	741	1409	1439	466	856
ENSG00000204577	0	0	0	0	0	0	0	0
ENSG00000244482	0	0	0	0	0	0	0	0
ENSG00000105609	0	0	0	0	0	0	0	0
ENSG00000131042	0	0	0	0	0	0	0	1
ENSG00000187116	0	0	0	0	0	0	0	0
ENSG00000239961	0	0	0	0	0	0	0	0
ENSG00000167613	0	0	0	0	0	0	0	0
ENSG00000167614	0	0	0	0	0	0	0	0
ENSG00000167615	161	221	295	216	248	172	67	172
ENSG00000275183	33	56	75	26	70	63	15	36
ENSG00000167617	13	31	29	24	34	30	7	14
ENSG00000167618	0	0	0	0	0	0	0	0
ENSG00000104970	0	0	0	0	0	0	0	0
ENSG00000239998	0	0	0	0	0	0	0	0
ENSG00000104974	0	0	0	0	0	0	0	0
ENSG00000104972	0	0	0	0	0	0	0	0
ENSG00000186818	0	0	0	0	0	0	0	0
ENSG00000242019	0	0	0	0	0	0	0	0
ENSG00000243772	0	0	0	0	0	0	0	0
ENSG00000125498	0	0	0	0	0	0	0	0
ENSG00000189013	0	0	0	0	0	0	0	0
ENSG00000167633	0	0	0	0	0	0	0	0
ENSG00000221957	0	0	0	0	0	0	0	0
ENSG00000240403	0	0	0	0	0	0	0	0
ENSG00000186431	0	0	0	0	0	0	0	0
ENSG00000189430	2	3	0	0	0	0	0	0
ENSG00000167634	0	0	0	0	0	0	0	0
ENSG00000022556	1	2	7	1	7	2	0	0
ENSG00000088053	4	0	2	0	1	0	0	1
ENSG00000160439	41	88	76	59	83	114	25	56
ENSG00000131037	1	3	2	10	11	9	1	3
ENSG00000125503	44	52	59	54	50	40	12	45
ENSG00000105048	0	0	0	0	1	3	0	0
ENSG00000129991	0	6	0	0	0	0	0	2
ENSG00000267110	1	0	0	2	4	0	0	0
ENSG00000167646	4	1	1	3	14	2	2	4
ENSG00000129990	2	3	0	0	2	0	0	0
ENSG00000080031	9	22	13	5	25	15	12	27
ENSG00000180089	0	0	0	0	0	0	0	0
ENSG00000105063	260	301	387	383	483	379	117	423
ENSG00000133265	253	340	442	298	363	348	109	291
ENSG00000160469	10	43	23	29	14	16	9	18
ENSG00000180061	0	0	0	0	0	0	0	0
ENSG00000133247	27	29	23	26	41	24	9	13
ENSG00000160471	0	0	0	1	0	0	0	0
ENSG00000267706	0	0	0	0	0	0	0	0
ENSG00000180043	0	0	0	0	0	0	0	0
ENSG00000095752	64	75	327	156	8	15	0	16
ENSG00000160472	0	0	1	0	2	0	0	0
ENSG00000233493	6	5	7	14	9	9	2	10
ENSG00000108107	2322	3192	4756	1599	2580	3547	1107	1745
ENSG00000108106	32	42	62	25	48	50	10	26
ENSG00000187902	0	0	0	0	0	0	0	0
ENSG00000063241	440	586	673	430	560	612	147	344
ENSG00000283567	0	0	0	0	0	0	0	0
ENSG00000197483	29	37	47	29	46	44	10	34
ENSG00000090971	60	133	140	97	113	86	46	104
ENSG00000179954	138	168	663	233	127	55	94	110
ENSG00000187550	0	0	0	2	22	0	4	4
ENSG00000231274	0	0	0	1	0	0	1	0
ENSG00000218891	88	97	107	90	213	139	22	128
ENSG00000179943	31	27	36	37	69	32	13	27
ENSG00000171443	20	29	38	20	48	30	6	25
ENSG00000261221	32	53	55	28	57	47	13	46
ENSG00000179922	18	26	32	18	26	37	5	21
ENSG00000213015	72	92	101	72	113	76	38	84
ENSG00000171425	79	74	91	51	67	103	31	35
ENSG00000173581	40	96	93	52	96	108	32	26
ENSG00000063244	776	1337	1716	1101	1488	1364	487	1045
ENSG00000063245	175	308	446	212	393	258	119	210
ENSG00000185792	3	6	0	2	2	5	0	0
ENSG00000223638	1	0	0	2	0	0	0	1
ENSG00000229292	0	0	0	0	0	0	0	0
ENSG00000179873	0	2	0	1	1	3	0	0
ENSG00000160505	0	0	0	0	1	0	0	0
ENSG00000173572	0	0	0	0	0	0	0	0
ENSG00000179709	0	0	0	0	0	0	0	0
ENSG00000171487	0	0	0	0	0	0	0	0
ENSG00000142409	38	89	75	50	76	76	25	47
ENSG00000167685	53	70	109	74	128	84	23	60
ENSG00000197487	0	0	0	0	0	0	0	0
ENSG00000197213	0	0	0	0	0	0	0	0
ENSG00000204532	0	0	0	0	0	0	0	0
ENSG00000131848	8	13	13	6	10	14	2	11
ENSG00000267710	0	0	0	0	0	0	0	0
ENSG00000018869	28	32	51	22	31	39	15	26
ENSG00000198440	57	95	111	56	38	71	18	26
ENSG00000198046	71	108	128	85	81	117	32	47
ENSG00000196263	15	27	32	21	25	37	5	5
ENSG00000196867	75	112	151	77	89	110	30	67
ENSG00000197016	36	33	39	25	38	39	23	19
ENSG00000197951	25	56	57	37	55	25	7	26
ENSG00000268182	0	0	1	0	0	0	0	0
ENSG00000127903	2	4	7	2	14	6	1	5
ENSG00000269699	12	8	15	6	11	2	3	1
ENSG00000198300	71	55	94	40	92	50	24	21
ENSG00000131864	0	0	0	0	0	0	0	0
ENSG00000141946	0	1	0	0	0	0	0	0
ENSG00000258873	31	0	0	6	55	0	0	8
ENSG00000083844	221	301	353	236	244	319	77	144
ENSG00000105146	29	15	10	13	61	10	2	12
ENSG00000204524	160	295	311	176	172	215	58	83
ENSG00000197714	892	1088	1579	879	1069	1122	341	523
ENSG00000178229	71	84	89	53	85	76	20	43
ENSG00000131845	105	121	140	129	149	133	53	90
ENSG00000152433	25	24	21	24	27	38	7	14
ENSG00000256060	34	49	49	39	37	39	19	24
ENSG00000268133	20	47	37	43	25	33	7	7
ENSG00000188785	143	277	242	171	212	228	53	102
ENSG00000269533	15	43	31	25	32	32	16	16
ENSG00000268533	3	3	13	11	7	8	0	2
ENSG00000186272	49	84	72	36	59	70	25	22
ENSG00000186230	73	74	91	66	71	62	20	33
ENSG00000268163	7	20	9	16	9	10	7	13
ENSG00000178201	0	2	0	0	2	1	0	0
ENSG00000197128	71	105	100	87	96	121	36	53
ENSG00000105136	95	172	215	92	77	130	36	36
ENSG00000268107	8	22	24	12	8	20	8	4
ENSG00000152439	132	154	156	71	113	135	39	41
ENSG00000121406	100	118	157	85	96	110	20	58
ENSG00000251369	42	81	75	53	34	89	22	27
ENSG00000083817	68	89	101	55	69	98	21	47
ENSG00000171649	64	65	84	55	86	74	20	40
ENSG00000183647	7	19	20	22	22	14	9	13
ENSG00000213762	157	231	271	136	171	221	50	106
ENSG00000121417	75	100	87	79	80	98	26	56
ENSG00000180532	0	2	2	1	1	3	0	0
ENSG00000204519	57	99	120	94	69	71	23	48
ENSG00000269026	30	62	55	54	70	90	21	37
ENSG00000179909	8	13	14	9	16	8	6	7
ENSG00000083814	98	99	128	103	119	132	34	57
ENSG00000152443	107	192	206	145	173	222	63	90
ENSG00000083828	38	38	70	52	56	24	15	36
ENSG00000178935	52	46	58	27	56	55	16	19
ENSG00000268750	5	35	22	26	23	24	5	14
ENSG00000269343	18	48	57	34	37	41	17	27
ENSG00000204514	62	30	50	28	37	66	7	25
ENSG00000198466	31	43	37	46	26	47	16	27
ENSG00000269476	2	6	2	1	12	1	0	1
ENSG00000173480	24	38	37	22	36	24	6	8
ENSG00000196724	7	6	11	2	7	9	3	4
ENSG00000152454	56	101	99	63	113	123	27	44
ENSG00000177025	8	9	6	5	6	6	0	3
ENSG00000166704	101	127	106	67	89	136	32	37
ENSG00000152467	0	0	1	0	0	0	0	1
ENSG00000176293	34	18	44	17	32	21	9	14
ENSG00000121413	265	323	397	252	408	367	94	214
ENSG00000181894	49	85	102	41	54	60	17	34
ENSG00000171606	197	324	394	273	237	316	77	157
ENSG00000198131	93	135	183	110	124	103	42	73
ENSG00000283515	38	63	66	57	63	35	19	43
ENSG00000278129	115	193	202	111	153	186	66	95
ENSG00000267216	1	3	14	3	8	1	1	2
ENSG00000142396	215	404	394	289	241	379	79	160
ENSG00000182318	26	46	42	36	45	61	22	28
ENSG00000121410	33	77	50	42	51	25	11	31
ENSG00000174586	0	0	6	0	4	2	0	0
ENSG00000152475	11	11	14	15	6	14	7	6
ENSG00000083845	2004	4274	5730	2027	4009	3917	1525	2607
ENSG00000269855	0	0	0	0	1	0	0	0
ENSG00000171574	46	111	108	51	86	78	25	44
ENSG00000131849	67	49	78	46	32	43	20	34
ENSG00000249471	19	41	53	23	38	31	8	21
ENSG00000083812	39	65	76	41	47	37	14	30
ENSG00000083838	42	70	91	38	81	62	25	35
ENSG00000083807	4	20	11	10	22	21	3	7
ENSG00000119574	90	236	294	182	190	191	73	144
ENSG00000130726	1786	2594	3488	2341	3073	2664	911	2430
ENSG00000130724	712	981	1322	867	1016	1046	310	720
ENSG00000130725	276	372	511	312	364	426	124	219
ENSG00000099326	67	112	104	64	74	80	19	41
ENSG00000184895	0	0	0	0	0	0	0	0
ENSG00000129824	1732	154	4500	1833	2783	152	1134	1674
ENSG00000067646	137	16	288	146	188	10	56	110
ENSG00000176679	0	0	0	0	0	0	0	0
ENSG00000099715	0	0	0	0	0	0	0	0
ENSG00000168757	0	0	0	0	0	0	0	0
ENSG00000099721	0	0	0	0	0	0	0	0
ENSG00000092377	0	0	0	0	0	0	0	0
ENSG00000279435	0	0	0	0	0	0	0	0
ENSG00000279664	0	0	0	0	0	0	0	0
ENSG00000279547	0	0	0	0	0	0	0	0
